"type","name","fullname","label","labelReport","hintReport","chapter","disaggregation","correlate","anonymise","structuralequation.risk","structuralequation.coping","structuralequation.resilience","anonymise.1","clean","cluster","predict","variable","mappoint","mappoly","relevant","required","constraint","repeat_count","listname","qrepeat","qrepeatlabel","qlevel","qgroup","labelchoice","order","weight","score","recategorise","formpart","indic"
"select_one","SearchWork","Profile.CaseNoDetails.IndBiodata.Employment.SearchWork","Has ${FirstName} actively searched for work during the past 30 days (asking friends a","Has Individual actively searched for work during the past 30 days (asking frie",,"Employment_and_livelihood",,,,,,,,"no",,,,,,"selected(${Worked},'no')","yes",,,"yesno","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Has Individual actively searched for work during the past 30 days (asking frie",,,,,"questions","data"
"select_multiple_d","ReasonsNotWork","Profile.CaseNoDetails.IndBiodata.Employment.ReasonsNotWork","What are the reasons ${FirstName} has not been working in the past 30 days?","What are the reasons Individual has not been working in the past 30 days?",,"Employment_and_livelihood",,,,,,,,"no",,,,,,"selected(${Worked},'no')","yes",,,"not_working_reasons","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","What are the reasons Individual has not been working in the past 30 days?",,,,,"questions","data"
"select_one","DepFamily","Profile.CaseNoDetails.IndBiodata.Employment.DepFamily","Please elaborate on which category","Category of Individual that has not been working in the past 30 days",,"Employment_and_livelihood",,,,,,,,"no",,,,,,"selected(${ReasonsNotWork},'DepenChild') or selected(${ReasonsNotWork},'DepenFam')","yes",,,"dep_family_members","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Category of Individual that has not been working in the past 30 days",,,,,"questions","data"
"select_one","OpportunityWork","Profile.CaseNoDetails.IndBiodata.Employment.OpportunityWork","If a paid job or business opportunity became available with the possibility to begin ","If a paid job or business opportunity became available with the possibility to b",,"Employment_and_livelihood",,,,,,,,"no",,,,,,"${IndAge} >= 18 and ${IndAge} <= 59","yes",,,"start_working","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","If a paid job or business opportunity became available with the possibility to b",,,,,"questions","data"
"select_one","Breadwinner","Profile.CaseNoDetails.IndBiodata.Employment.Breadwinner","Is ${FirstName} considered to be the main family's breadwinner?","Is Individual considered to be the main family's breadwinner?",,"Employment_and_livelihood",,,,,,,,"no",,,,,,"selected(${Worked},'yes')","yes",,,"yesno","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Is Individual considered to be the main family's breadwinner?",,,,,"questions","data"
"select_multiple_d","SectorsWork","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWork","What sectors did ${FirstName} work in during the past 30 days?","What sectors did Individual work in during the past 30 days?",,"Employment_and_livelihood",,,,,,,,"no",,,,,,"selected(${Worked},'yes')","yes",,,"typeofwork","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","What sectors did Individual work in during the past 30 days?",,,,,"questions","data"
"text","SectorsWorkOth","Profile.CaseNoDetails.IndBiodata.Employment.SectorsWorkOth","Please specify the sectors of work:","Please specify the sectors of work:",,,,,,,,,,"no",,,,,,"selected(${SectorsWork},'other')","yes",,,,"repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Please specify the sectors of work:",,,,,"questions","data"
"select_one","SchoolWork","Profile.CaseNoDetails.IndBiodata.Employment.SchoolWork","Was this work during the past 30 days during school hours?","Was this work during the past 30 days during school hours?",,"Employment_and_livelihood",,,,,,,,"no",,,,,,"selected(${Worked},'yes')","yes",,,"yesnona","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","Was this work during the past 30 days during school hours?",,,,,"questions","data"
"integer","UnpaidChores","Profile.CaseNoDetails.IndBiodata.Employment.UnpaidChores","How many hours per week is ${FirstName} engaged in unpaid household chores?","How many hours per week is Individual engaged in unpaid household chores?",,"Employment_and_livelihood",,,,,,,,"no",,,,,,,"yes",".=0 or .<=168",,,"repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Employment","How many hours per week is Individual engaged in unpaid household chores?",,,,,"questions","data"
"end_group","Employment","Profile.CaseNoDetails.IndBiodata.Employment","End Work","End Work",,,,,,,,,,"no",,,,,,,,,,,"repeatnest1","IndBiodata","level2","Profile.CaseNoDetails.IndBiodata","End Work",,,,,"questions","data"
"begin_group","SpecNeeds","Profile.CaseNoDetails.IndBiodata.SpecNeeds.SpecNeeds","Specific Needs","Specific Needs",,,,,,,,,,"no",,,,,,,,,,,"repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.SpecNeeds","Specific Needs",,,,,"questions","data"
"select_one","SpecificNeeds","Profile.CaseNoDetails.IndBiodata.SpecNeeds.SpecificNeeds","Does ${FirstName} have any of the following specific needs","Does Individual have any of the following specific needs","Change to serious medical condition or chronic disease","Health",,,,,,,,"no",,,,,,,"yes",,,"yesno","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.SpecNeeds","Does Individual have any of the following specific needs",,,,,"questions","data"
"end_group","SpecNeeds","Profile.CaseNoDetails.IndBiodata.SpecNeeds",,,,,,,,,,,,"no",,,,,,,,,,,"repeatnest1","IndBiodata","level2","Profile.CaseNoDetails.IndBiodata",,,,,,"questions","data"
"begin_group","Impairment","Profile.CaseNoDetails.IndBiodata.Impairment.Impairment","Impairment","Impairment",,,,,,,,,,"no",,,,,,,,,,,"repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Impairment","Impairment",,,,,"questions","data"
"select_one","SeeingDifficulty","Profile.CaseNoDetails.IndBiodata.Impairment.SeeingDifficulty","Do you have difficulty seeing, even if wearing glasses?","Do you have difficulty seeing, even if wearing glasses?",,"Health",,,,,,,,"no",,,"ordinal",,,,"yes",,,"MedicalDifficulty","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Impairment","Do you have difficulty seeing, even if wearing glasses?",,,,,"questions","data"
"select_one","HearingDifficulty","Profile.CaseNoDetails.IndBiodata.Impairment.HearingDifficulty","Do you have difficulty hearing, even if wearing a hearing aid?","Do you have difficulty hearing, even if wearing a hearing aid?",,"Health",,,,,,,,"no",,,"ordinal",,,,"yes",,,"MedicalDifficulty","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Impairment","Do you have difficulty hearing, even if wearing a hearing aid?",,,,,"questions","data"
"select_one","WalkingDifficulty","Profile.CaseNoDetails.IndBiodata.Impairment.WalkingDifficulty","Do you have difficulty walking or climbing steps?","Do you have difficulty walking or climbing steps?",,"Health",,,,,,,,"no",,,"ordinal",,,,"yes",,,"MedicalDifficulty","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Impairment","Do you have difficulty walking or climbing steps?",,,,,"questions","data"
"select_one","RememberingDifficulty","Profile.CaseNoDetails.IndBiodata.Impairment.RememberingDifficulty","Do you have difficulty remembering or concentrating?","Do you  have difficulty remembering or concentrating?",,"Health",,,,,,,,"no",,,"ordinal",,,,"yes",,,"MedicalDifficulty","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Impairment","Do you  have difficulty remembering or concentrating?",,,,,"questions","data"
"select_one","SelfCareDifficulty","Profile.CaseNoDetails.IndBiodata.Impairment.SelfCareDifficulty","Do you have difficulty (with self-care such as) washing all over or dressing?","Do you have difficulty (with self-care such as) washing all over or dressing?",,"Health",,,,,,,,"no",,,"ordinal",,,,"yes",,,"MedicalDifficulty","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Impairment","Do you have difficulty (with self-care such as) washing all over or dressing?",,,,,"questions","data"
"select_one","CommunicatingDifficulty","Profile.CaseNoDetails.IndBiodata.Impairment.CommunicatingDifficulty","Using your normal customary language, do you have difficulty communicating, for examp","Using your normal customary language, do you have difficulty communicating, for",,"Health",,,,,,,,"no",,,"ordinal",,,,"yes",,,"MedicalDifficulty","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Impairment","Using your normal customary language, do you have difficulty communicating, for",,,,,"questions","data"
"select_one","NeedAssistance","Profile.CaseNoDetails.IndBiodata.Impairment.NeedAssistance","Does ${FirstName} need assistance from another person to use the toilet?","Does Individual need assistance from another person to use the toilet?",,"Health",,,,,,,,"no",,,,,,"selected(${SelfCareDifficulty},'SomeDifficulty') or selected(${SelfCareDifficulty},'AlotOfDifficulty') or selected(${SelfCareDifficulty},'CannotDoAtAll')","yes",,,"yesno","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Impairment","Does Individual need assistance from another person to use the toilet?",,,,,"questions","data"
"select_one","AvailableCaregiver","Profile.CaseNoDetails.IndBiodata.Impairment.AvailableCaregiver","Is there a caregiver available?","Is there a caregiver available?",,"Health",,,,,,,,"no",,,,,,"selected(${NeedAssistance},'yes')","yes",,,"caregiver","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Impairment","Is there a caregiver available?",,,,,"questions","data"
"select_one","AccessDisToilet","Profile.CaseNoDetails.IndBiodata.Impairment.AccessDisToilet","Does ${FirstName} have access to a toilet/bathroom adapted to their disability?","Does Individual have access to a toilet/bathroom adapted to their disability?",,"Health",,,,,,,,"no",,,,,,"selected(${NeedAssistance},'yes')","yes",,,"yesnona","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Impairment","Does Individual have access to a toilet/bathroom adapted to their disability?",,,,,"questions","data"
"end_group","Impairment","Profile.CaseNoDetails.IndBiodata.Impairment",,,,,,,,,,,,"no",,,,,,,,,,,"repeatnest1","IndBiodata","level2","Profile.CaseNoDetails.IndBiodata",,,,,,"questions","data"
"begin_group","Emotions","Profile.CaseNoDetails.IndBiodata.Emotions.Emotions","Emotional Feelings","Emotional Feelings",,,,,,,,,,"no",,,,,,,,,,,"repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Emotions","Emotional Feelings",,,,,"questions","data"
"note","EmotionalFeelingsNote","Profile.CaseNoDetails.IndBiodata.Emotions.EmotionalFeelingsNote","The next questions are about how you have been feeling during the last two weeks","The next questions are about how you have been feeling during the last two weeks","
For kids, a question around are you doing sports/physical activity? Extracurricular",,,,,,,,,"no",,,,,,"${IndAge} >= 18",,,,,"repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Emotions","The next questions are about how you have been feeling during the last two weeks",,,,,"questions","data"
"select_one","AfraidThatNothing","Profile.CaseNoDetails.IndBiodata.Emotions.AfraidThatNothing","About how often during the last two weeks did you feel so afraid that nothing could c","About how often during the last two weeks did you feel so afraid that nothing co",,"Health",,,,,,,,"no",,,,,,,,,,"Feeling","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Emotions","About how often during the last two weeks did you feel so afraid that nothing co",,,,,"questions","data"
"select_one","FeltOutOfControl","Profile.CaseNoDetails.IndBiodata.Emotions.FeltOutOfControl","About how often during the last two weeks did you feel so angry that you felt out of ","About how often during the last two weeks did you feel so angry that you felt ou",,"Health",,,,,,,,"no",,,,,,,,,,"Feeling","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Emotions","About how often during the last two weeks did you feel so angry that you felt ou",,,,,"questions","data"
"select_one","UninterestedInThings","Profile.CaseNoDetails.IndBiodata.Emotions.UninterestedInThings","During the last two weeks, about how often did you feel so uninterested in things tha","During the last two weeks, about how often did you feel so uninterested in thing",,"Health",,,,,,,,"no",,,,,,,,,,"Feeling","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Emotions","During the last two weeks, about how often did you feel so uninterested in thing",,,,,"questions","data"
"select_one","Hopeless","Profile.CaseNoDetails.IndBiodata.Emotions.Hopeless","During the last two weeks, about how often did you feel so hopeless that you did not ","During the last two weeks, about how often did you feel so hopeless that you did",,"Health",,,,,,,,"no",,,,,,,,,,"Feeling","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Emotions","During the last two weeks, about how often did you feel so hopeless that you did",,,,,"questions","data"
"select_one","IntenselyUpsetting","Profile.CaseNoDetails.IndBiodata.Emotions.IntenselyUpsetting","You may have experienced one or more events that have been intensely upsetting to you","You may have experienced one or more events that have been intensely upsetting t",,"Health",,,,,,,,"no",,,,,,,,,,"Feeling","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Emotions","You may have experienced one or more events that have been intensely upsetting t",,,,,"questions","data"
"select_one","Anger","Profile.CaseNoDetails.IndBiodata.Emotions.Anger","The next question is about how these feelings of fear, anger, fatigue, disinterest, h","The next question is about how these feelings of fear, anger, fatigue, disintere",,"Health",,,,,,,,"no",,,,,,,,,,"Feeling","repeatnest1","IndBiodata","level3","Profile.CaseNoDetails.IndBiodata.Emotions","The next question is about how these feelings of fear, anger, fatigue, disintere",,,,,"questions","data"
"end_group","Emotions","Profile.CaseNoDetails.IndBiodata.Emotions",,,,,,,,,,,,"no",,,,,,,,,,,"repeatnest1","IndBiodata","level2","Profile.CaseNoDetails.IndBiodata",,,,,,"questions","data"
"end_repeat","IndBiodata","Profile.CaseNoDetails.IndBiodata",,,,,,,,,,,,"no",,,,,,,,,,,,"IndBiodata","level2","Profile.CaseNoDetails",,,,,,"questions","data"
"end_group","CaseNoDetails","Profile.CaseNoDetails",,,,,,,,,,,,"no",,,,,,,,,,,,"MainDataFrame","level1","Profile",,,,,,"questions","data"
"end_group","Profile","Profile",,,,,,,,,,,,"no",,,,,,,,,,,,"MainDataFrame",,,,,,,,"questions","data"
"begin_group","Welfare","Welfare.Welfare","Welfare and living conditions section","Welfare and living conditions section",,,,,,,,,,"no",,,,,,"selected(${reachable},'yes') and selected(${consent},'yes')",,,,,,"MainDataFrame","level1","Welfare","Welfare and living conditions section",,,,,"questions","data"
"begin_group","Housing","Welfare.Housing.Housing","Housing/Shelter sub-section","Housing/Shelter sub-section",,,,,,,,,,"no",,,,,,,,,,,,"MainDataFrame","level2","Welfare.Housing","Housing/Shelter sub-section",,,,,"questions","data"
"select_one","HousType","Welfare.Housing.HousType","What type of housing does the household live in?","What type of housing does the household live in?",,"Shelter",,,,,,,,"no",,,,,,,"yes",,,"housing_type",,"MainDataFrame","level2","Welfare.Housing","What type of housing does the household live in?",,,,,"questions","data"
